title,quality,style,r18,play,composition,girl,girlAction,male,bgBase,bgTop,bgBottom,girlTop_c,girlBottom_c,girlUnder_c,girlAction_c,clothesStatus,上下フラグ,キャラヘッダフラグ,縦横比,clothesFlg,seed
"立バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","girl,solo","dutch-angle,from behind,","focus on girl,girl focus,main subject girl,nipples,leaning forward,","against  wall,looking back,facing back,crying,terror,sad,tear,embarrassed,heavy breath,","","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","","open clothes,pull up bra,","","1","3","15","n:1702613339,l:291843227,r:94744322"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from side,side view,side shot,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing waist,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","against  wall,looking ahead,facing ahead,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","l:727861427"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from side,side view,side shot,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing waist,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","against  wall,looking back,facing back,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","l:3718979035"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from behind,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing waist,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","against  wall,looking back,facing back,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","r:2513513927,r:4132195172"
"立バック(足上げ)","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from behind,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing leg,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","against  wall,leg up,looking back,facing ahead,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","n:2594909300,l:2998782173,r:2670254630"
"立バック(腕掴み)","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing wrist,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","looking back,facing ahead,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","r:1357957389,r:2994559980"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing wrist,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","looking at viewer,facing viewer,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","r:1106052759,r:3355949465"
"立バック(腕掴み横)","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from side,side vediw,side shot,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing wrist,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","looking ahead,facing ahead,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15",""
"立バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","sex from behind,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing breasts,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","looking at viewer,facing viewer,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","l:1442608963,r:2828563842"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","sex from behind,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing breasts,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","looking back,facing ahead,leaning forward,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","l:3024352531"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,hugging from behind","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","looking back,facing ahead,leaning forward,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","l:2081247323"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,hugging from behind","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","looking at viewer,facing viewer,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","n:2177596339"
"立バック(胸部フォーカス)","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,upper body,torso focus,cropped head,head out of frame,neck down,from shoulders to waist,body focus,from front","focus on girl,girl focus,main subject girl,nipples","","completely nude man,standing,hugging from behind","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","","facing viewer,struggling,","open clothes,pull up bra,","3","1","3","15","n:3598626374,l:2515530447"
"バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from front","focus on girl,girl focus,main subject girl,nipples","The chin is touching the bed,The body is facing the bed,top-down bottom-up.,the head put on the bed,sex from behind,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing ass,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","pink sheets,pink pillow,","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","1","Squinting,nipples,breasts,The chin is touching the bed,The body is facing the bed,top-down bottom-up.,the head put on the bed,ground grab,looking at viewer,facing down,character focus,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","2","1","1","16","n:478434675,l:3998944844,r:2915370175"
"バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from side,side shot,side view","focus on girl,girl focus,main subject girl,nipples","The chin is touching the bed,The body is facing the bed,top-down bottom-up.,the head put on the bed,sex from behind,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing ass,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","pink sheets,pink pillow,","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","1","Squinting,nipples,breasts,The chin is touching the bed,The body is facing the bed,looking ahead,facing down,character focus,top-down bottom-up.,the head put on the bed,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","2","1","1","16","n:2645634990,r:1990381931"
"バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from above,dutch-angle","focus on girl,girl focus,main subject girl","The chin is touching the bed,The body is facing the bed,top-down bottom-up.,the head put on the bed,sex from behind,","completely nude man,pov,sex from behind,grabbing ass,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","pink sheets,pink pillow,","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","1","Squinting,The chin is touching the bed,The body is facing the bed,looking ahead,facing down,character focus,top-down bottom-up.,the head put on the bed,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","","1","3","16","r:3199574277"
"バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,doggystyle,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from side,character focus,","focus on girl,girl focus,main subject girl,nipples","leaning forward,all fours,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing waist,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","pink sheets,pink pillow,","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","1","screaming,nipples,Squinting,looking down,facing below,crying,tear,sad,heavy breath,","open clothes,pull up bra,","","1","1","16",""
"バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,doggystyle,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,straight-on,upper body shot,face focus,dutch-angle","focus on girl,girl focus,main subject girl,nipples","all fours,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing waist,","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","pink sheets,pink pillow,","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","1","screaming,nipples,Squinting,looking down,facing below,crying,tear,sad,heavy breath,","open clothes,pull up bra,","1","1","1","16","n:3038158880,l:392171029,r:3386556337"
"寝バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,prone bone,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,straight-on,upper body shot,cropped torso,face focus","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing shoulder","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","pink sheets,pink pillow,","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","1","breast press,Squinting,looking ahead,facing down,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","1","1","1","16","n:3919497317,l:1232728461,l:2019754528,r:2436307243,r:2920730244"
"寝バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,prone bone,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,straight-on,extreme close-up,portrait,head shot,face only,cropped face,upper body,focus on face,from front,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing shoulder","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","pink sheets,pink pillow,","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","1","breast press,Squinting,looking ahead,facing down,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","3","1","1","16","n:1480063867,n:2066559641"
"寝バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,prone bone,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,straight-on,upper body shot,cropped torso,face focus","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing shoulder","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","pink sheets,pink pillow,","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","1","breast press,Squinting,looking ahead,facing down,the head put on the bed,the chin put on the bed,crying,tear,sad,heavy breath","open clothes,pull up bra,","2","1","1","16","n:2972318414,l:4250759541"
"寝バック","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,prone bone,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,side shot,side view,cropped torso,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing shoulder","love hotel,pink room,simple room,no furniture,","pink bed,pink wall,","pink sheets,pink pillow,","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","1","breast press,Squinting,looking ahead,facing down,the head put on the bed,screaming,crying,tear,sad,heavy breath,","open clothes,pull up bra,","2","1","1","16","r:1340310091"
"正常位","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from above,","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,(looking at viewer | looking away),(open eyes | closing eyes),the head on the bed,lying on back on the bed,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabbing thigh,imminent penetration,","love hotel,pink room,simple room,no furniture,","","pink sheets,pink pillow,","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","1","m legs,the head on the bed,lying on back on the bed,tears,blush,screaming,Throw up one's hands,","open clothes,pull up bra,","3","1","3","16","n:1843005144,n:2824232664"
"正常位","masterpiece,best quality,very aesthetic,absurdres,high-quality anime illustration,detailed shading,simple background,vibrant colors,high resolution","game cg,anime style,anime coloring,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from side,side shot,side view","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,(looking at viewer | looking away),(open eyes | closing eyes),the head on the bed,lying on back on the bed,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabbing thigh,imminent penetration,","love hotel,pink room,simple room,no furniture,","","pink sheets,pink pillow,","white short-sleeved gym shirt with red collar and sleeve bands,,white bra,","red gym bloomers with white stripes on sides,high-leg gym bloomers,white socks,,white panties,","1","m legs,the head on the bed,lying on back on the bed,tears,blush,screaming,Throw up one's hands,","open clothes,pull up bra,","3","1","3","16","n:1680834402,n:243938627"
