title,quality,style,r18,play,composition,girl,girlAction,male,bgBase,bgTop,bgBottom,girlTop_c,girlBottom_c,girlUnder_c,girlAction_c,clothesStatus,上下フラグ,キャラヘッダフラグ,縦横比,clothesFlg,seed_id
"乳首舐め","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","dutch-angle,upper body,from chest up,portrait,medium close-up,upper torso,focus on upper body,from front","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,licking nipples,hugging girl,back shot,next to the girl","rei no pool,soft natural window light entering from the side,few furniture","0","",",","","","tears,blush,struggling,resisting,trying to break free,defensive posture,pushing away,trying to pull away,fighting back,resisting restraint","open clothes,pull up bra,","","1","3","14","23"
"乳首しゃぶり","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","dutch-angle,upper body,from chest up,portrait,medium close-up,upper torso,focus on upper body,from front","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,sucking on the nipples,hugging girl,back shot,next to the girl","rei no pool,soft natural window light entering from the side,few furniture","0","",",","","","tears,blush,struggling,resisting,trying to break free,defensive posture,pushing away,trying to pull away,fighting back,resisting restraint,","open clothes,pull up bra,","","1","3","14","24"
"腋舐め","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","dutch-angle,upper body,from chest up,portrait,medium close-up,upper torso,focus on upper body,from front","focus on girl,girl focus,main subject girl,looking own armspit","","completely nude man,simple man,no face,no detail man,no hair,licking armpit,grabbing arms,back shot,next to the girl","rei no pool,soft natural window light entering from the side,few furniture","0","",",","","","looking own armspit,facing down,tears,blush,screaming,throw up one arm,struggling,resisting,trying to break free,defensive posture,pushing away,trying to pull away,fighting back,resisting restraint,","open clothes,pull up bra,","","1","3","14","25"
"耳しゃぶり","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","extreme close-up,portrait,head shot,face only,cropped face,upper body,focus on face,from side","focus on girl,girl focus,main subject girl,","","completely nude man,simple man,no face,no detail man,no hair,sucking on the ear,hugging girl,back shot,next to the girl","rei no pool,soft natural window light entering from the side,few furniture","0","",",","","","tears,blush,struggling,resisting,trying to break free,defensive posture,pushing away,trying to pull away,fighting back,resisting restraint,","open clothes,pull up bra,","","1","3","14","26"
"顔舐め","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","dutch-angle,upper body,from chest up,portrait,medium close-up,upper torso,focus on upper body,from front","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,licking face,hugging girl,back shot,next to the girl","rei no pool,soft natural window light entering from the side,few furniture","0","",",","","","tears,blush,struggling,resisting,trying to break free,defensive posture,pushing away,trying to pull away,fighting back,resisting restraint,","open clothes,pull up bra,","","1","3","14","27"
"ディープキス","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","dutch-angle,upper body,from chest up,portrait,medium close-up,upper torso,focus on upper body,from side","focus on girl,girl focus,main subject girl,nipples,against another's body","","completely nude man,simple man,no face,no detail man,no hair,french kiss,grabbing head,back shot,next to the girl,hugging girl","rei no pool,soft natural window light entering from the side,few furniture","0","",",","","","drool,tears,blush,against another's body,struggling,resisting,trying to break free,defensive posture,pushing away,trying to pull away,fighting back,resisting restraint,","open clothes,pull up bra,","","1","3","14","28"
"クンニ","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,cunnilingus","dutch-angle,lower body shot,from below,crotch focus,","focus on girl,girl focus,main subject girl,spread legs,pussy,leaning back,m legs,feet out of frame","","completely nude man,simple man,no face,no detail man,no hair,licking pussy,grabbing thigh,back shot,in front of the girl","rei no pool,soft natural window light entering from the side,few furniture","0","0",",",",","2","lying on back on the pool side,tears,blush,screaming,","open clothes,pull up bra,","","1","3","16","29"
"フェラ(見せつけ)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","upper body shot,from side,side shot,face focus,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,penis,stand up in front of the girl,grabbing head","rei no pool,soft natural window light entering from the side,few furniture","","0",",",",","2","tears,sad,nipples,sitting,the hands against another's body","open clothes,pull up bra,","","1","3","16","30"
"フェラ(掴み)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","dutch-angle,upper body,from chest up,portrait,medium close-up,upper torso,focus on upper body,from front","focus on girl,girl focus,main subject girl,nipples","","completely nude man,penis,stand up in front of the girl,grabbing head","rei no pool,soft natural window light entering from the side,few furniture","","0",",",",","2","tears,sad,nipples,wariza,grabbing penis by both hands,the hands against another's body","open clothes,pull up bra,","","1","3","16","31"
"フェラ(フェラ)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","dutch-angle,upper body,from chest up,portrait,medium close-up,upper torso,focus on upper body,from front","focus on girl,girl focus,main subject girl,nipples","","completely nude man,penis,stand up in front of the girl,grabbing head","rei no pool,soft natural window light entering from the side,few furniture","","0",",",",","2","tears,sad,nipples,fellatio,wariza,grabbing penis by both hands,","open clothes,pull up bra,","","1","3","16","32"
"フェラ(フェラ上から)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","extreme close-up,portrait,head shot,face only,cropped face,upper body,focus on face,from above","focus on girl,girl focus,main subject girl,nipples","","completely nude man,pov crotch,simple man,no face,no detail man,no hair,penis,stand up in front of the girl,","rei no pool,soft natural window light entering from the side,few furniture","","0",",",",","2","tears,sad,nipples,fellatio,wariza,grabbing penis by both hands,","open clothes,pull up bra,","","1","3","16","33"
"フェラ","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","extreme close-up,portrait,head shot,face only,cropped face,upper body,focus on face,from front","focus on girl,girl focus,main subject girl,nipples","","completely nude man,penis,stand up in front of the girl,grabbing head","rei no pool,soft natural window light entering from the side,few furniture","","0",",",",","2","tears,sad,nipples,fellatio,wariza,grabbing penis by both hands,","open clothes,pull up bra,","","1","3","16","34"
"フェラ","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","extreme close-up,portrait,head shot,face only,cropped face,upper body,focus on face,from front","focus on girl,girl focus,main subject girl,nipples","","completely nude man,pov crotch,simple man,no face,no detail man,no hair,penis,stand up in front of the girl,","rei no pool,soft natural window light entering from the side,few furniture","","0",",",",","2","tears,sad,nipples,fellatio,wariza,grabbing penis by both hands,","open clothes,pull up bra,","","1","3","16","35"
"パイズリ","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","from above,girl focus,face focus,","focus on girl,girl focus,main subject girl,sitting,nipples","","penis,out of frame,cropped man's thigh,cropped man's legs,completely nude man,pov crotch,pov legs,stand up","rei no pool,soft natural window light entering from the side,few furniture","","0",",",",","2","upward gaze,tears,sad,nipples,paizuri,grabbing own breast,","open clothes,pull up bra,","","1","3","16","36"
"パイズリ","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","from above,girl focus,face focus,","focus on girl,girl focus,main subject girl,sitting,nipples","","penis,out of frame,cropped man's thigh,cropped man's legs,completely nude man,pov crotch,pov legs,stand up,cum shot","rei no pool,soft natural window light entering from the side,few furniture","","0",",",",","2","upward gaze,facial,bukkake,surprised,tears,sad,nipples,paizuri,grabbing own breast,","open clothes,pull up bra,","","1","3","16","37"
"パイズリ","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","extreme close-up,portrait,head shot,face only,cropped face,upper body,focus on face,from front","focus on girl,girl focus,main subject girl,sitting,nipples","","penis,out of frame,cropped man's thigh,cropped man's legs,completely nude man,pov crotch,pov legs,stand up","rei no pool,soft natural window light entering from the side,few furniture","","0",",",",","2","upward gaze,tears,sad,nipples,paizuri,grabbing own breast,","open clothes,pull up bra,","","1","3","16","38"
"パイズリ","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,","extreme close-up,portrait,head shot,face only,cropped face,upper body,focus on face,from front","focus on girl,girl focus,main subject girl,sitting,nipples","","penis,out of frame,cropped man's thigh,cropped man's legs,completely nude man,pov crotch,pov legs,stand up,cum shot","rei no pool,soft natural window light entering from the side,few furniture","","0",",",",","2","upward gaze,facial,bukkake,surprised,tears,sad,nipples,paizuri,grabbing own breast,","open clothes,pull up bra,","","1","3","16","39"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","girl,solo","dutch-angle,from behind,","focus on girl,girl focus,main subject girl,nipples,leaning forward,","against  pool edge,soaking in water,looking back,facing back,crying,terror,sad,tear,embarrassed,heavy breath,","","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","","open clothes,pull up bra,","","1","3","15","67"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from side,side view,side shot,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing waist,","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","against  pool edge,soaking in water,looking ahead,facing ahead,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","68"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from side,side view,side shot,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing waist,","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","against  pool edge,soaking in water,looking back,facing back,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","69"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from behind,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing waist,","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","against  pool edge,soaking in water,looking back,facing back,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","70"
"立バック(足上げ)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from behind,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing leg,","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","against  pool edge,soaking in water,leg up,looking back,facing ahead,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","71"
"立バック(腕掴み)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing wrist,","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","looking back,facing ahead,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","72"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing wrist,","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","looking at viewer,facing viewer,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","73"
"立バック(腕掴み横)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from side,side vediw,side shot,","focus on girl,girl focus,main subject girl,nipples","leaning forward,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing wrist,","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","looking ahead,facing ahead,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","74"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","sex from behind,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing breasts,","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","looking at viewer,facing viewer,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","75"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","sex from behind,","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,grabbing breasts,","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","looking back,facing ahead,leaning forward,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","76"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,hugging from behind","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","looking back,facing ahead,leaning forward,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","77"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,hugging from behind","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","looking at viewer,facing viewer,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","78"
"立バック(胸部フォーカス)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,upper body,torso focus,cropped head,head out of frame,neck down,from shoulders to waist,body focus,from front","focus on girl,girl focus,main subject girl,nipples","","completely nude man,standing,hugging from behind","rei no pool,soft natural window light entering from the side,few furniture","0","",",",",","","facing viewer,struggling,","open clothes,pull up bra,","3","1","3","15","79"
"バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from front","focus on girl,girl focus,main subject girl,nipples","The chin is touching the pool side,The body is facing the pool side,top-down bottom-up.,the head put on the pool side,sex from behind,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing ass,","rei no pool,soft natural window light entering from the side,few furniture","0","0",",",",","2","Squinting,nipples,breasts,The chin is touching the pool side,The body is facing the pool side,top-down bottom-up.,the head put on the pool side,ground grab,looking at viewer,facing down,character focus,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","2","1","1","16","80"
"バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from side,side shot,side view","focus on girl,girl focus,main subject girl,nipples","The chin is touching the pool side,The body is facing the pool side,top-down bottom-up.,the head put on the pool side,sex from behind,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing ass,","rei no pool,soft natural window light entering from the side,few furniture","0","0",",",",","2","Squinting,nipples,breasts,The chin is touching the pool side,The body is facing the pool side,looking ahead,facing down,character focus,top-down bottom-up.,the head put on the pool side,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","2","1","1","16","81"
"バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from above,dutch-angle","focus on girl,girl focus,main subject girl","The chin is touching the pool side,The body is facing the pool side,top-down bottom-up.,the head put on the pool side,sex from behind,","completely nude man,pov,sex from behind,grabbing ass,","rei no pool,soft natural window light entering from the side,few furniture","0","0",",",",","2","Squinting,The chin is touching the pool side,The body is facing the pool side,looking ahead,facing down,character focus,top-down bottom-up.,the head put on the pool side,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","","1","3","16","82"
"バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,doggystyle,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from side,character focus,","focus on girl,girl focus,main subject girl,nipples","leaning forward,all fours,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing waist,","rei no pool,soft natural window light entering from the side,few furniture","0","0",",",",","2","screaming,nipples,Squinting,looking down,facing below,crying,tear,sad,heavy breath,","open clothes,pull up bra,","","1","1","16","83"
"バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,doggystyle,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,straight-on,upper body shot,face focus,dutch-angle","focus on girl,girl focus,main subject girl,nipples","all fours,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing waist,","rei no pool,soft natural window light entering from the side,few furniture","0","0",",",",","2","screaming,nipples,Squinting,looking down,facing below,crying,tear,sad,heavy breath,","open clothes,pull up bra,","1","1","1","16","84"
"寝バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,prone bone,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,straight-on,upper body shot,cropped torso,face focus","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing shoulder","rei no pool,soft natural window light entering from the side,few furniture","0","0",",",",","2","breast press,Squinting,looking ahead,facing down,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","1","1","1","16","85"
